"","Sample_1","Sample_2","Sample_3","Sample_4","Sample_5","Sample_6","Sample_7","Sample_8","Sample_9","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_20"
"OTU_97.11327",2,0,2,10,0,1,4,0,0,0,26,0,1,2,1,0,0,0,0,0
"OTU_97.11334",15,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"OTU_97.11337",0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.11344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11347",1,0,0,0,2,0,0,24,5,0,0,0,1,2,2,0,0,1,4,0
"OTU_97.11350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11363",0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.1137",1,4,2,0,0,2,0,11,0,0,0,0,0,9,2,1,0,1,0,0
"OTU_97.11376",0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0
"OTU_97.11384",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11393",0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0
"OTU_97.11406",14,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"OTU_97.11409",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"OTU_97.11414",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.11416",0,0,0,0,4,0,0,5,9,0,0,0,1,0,0,1,0,0,1,0
"OTU_97.11418",0,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0
"OTU_97.1142",8,4,0,0,57,0,1,4,36,0,23,34,0,2,2,0,0,9,0,0
"OTU_97.11428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11430",0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0
"OTU_97.11435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11436",0,0,0,2,0,0,0,0,3,6,0,17,10,0,0,0,0,6,0,0
"OTU_97.1144",2,0,0,1,1,5,0,42,29,0,0,0,2,3,0,0,20,4,0,0
"OTU_97.11445",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11450",5,1,0,4,1,0,0,4,0,0,0,0,7,0,0,0,0,2,0,0
"OTU_97.11451",3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"OTU_97.11452",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11459",0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
"OTU_97.11471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11477",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0
"OTU_97.11480",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.11483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11501",3,0,1,0,0,0,0,8,2,0,0,0,3,1,0,0,2,0,0,2
"OTU_97.11502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11506",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,2,0,0,2
"OTU_97.11507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11509",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"OTU_97.1151",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11511",1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1
"OTU_97.11520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11530",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11545",2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11551",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.11555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1156",14,0,0,30,0,0,0,5,84,0,36,0,0,0,0,10,0,19,0,1
"OTU_97.11560",0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"OTU_97.11561",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"OTU_97.11563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11567",0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
"OTU_97.11571",2,0,0,2,2,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0
"OTU_97.11576",0,0,0,4,0,0,0,0,0,0,1,0,1,7,0,0,0,0,1,0
"OTU_97.11580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0
"OTU_97.11584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11595",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
"OTU_97.116",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11600",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
"OTU_97.11605",0,0,0,1,0,0,0,1,0,3,0,0,0,2,0,1,0,0,0,0
"OTU_97.11618",1,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,2,0,1,0
"OTU_97.11620",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"OTU_97.11627",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1164",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11641",3,0,0,2,0,1,0,0,0,6,0,1,16,0,6,0,1,1,1,5
"OTU_97.11651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11658",0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,1,0,0,0,0
"OTU_97.11659",0,0,7,3,0,2,17,0,5,0,0,10,0,0,0,0,0,0,2,1
"OTU_97.11661",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1
"OTU_97.11677",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
"OTU_97.1168",0,2,2,0,0,0,1,0,1,0,0,0,0,6,0,1,0,0,0,1
"OTU_97.11681",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11694",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11702",0,1,0,1,0,1,3,13,0,2,0,0,0,0,0,0,0,1,0,3
"OTU_97.11707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11715",0,0,3,0,14,0,1,129,25,31,0,5,8,0,0,0,2,2,1,10
"OTU_97.11732",0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,10,0,3
"OTU_97.11737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11748",1,0,1,0,1,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0
"OTU_97.11751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_97.11752",2,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,2
"OTU_97.11753",0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.11754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11759",0,0,0,0,0,1,0,4,0,3,1,0,1,0,0,0,0,5,1,3
"OTU_97.11771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11777",0,0,0,0,5,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4
"OTU_97.11779",5,0,0,0,0,1,0,1,5,0,1,4,0,0,2,0,0,0,0,3
"OTU_97.11783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11788",4,0,0,60,0,2,39,0,16,26,0,0,0,24,2,0,0,0,1,0
"OTU_97.1179",2,18,2,4,0,5,0,0,1,0,5,2,3,8,0,2,15,23,4,0
"OTU_97.11792",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.11796",5,0,0,0,0,0,1,5,1,2,1,0,0,0,0,0,0,4,0,0
"OTU_97.118",35,146,4,23,1,134,84,0,0,32,15,0,0,51,0,0,64,430,18,12
"OTU_97.1180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11800",2,0,0,1,0,0,0,2,5,0,1,0,0,0,0,0,2,1,0,0
"OTU_97.11802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11805",0,1,0,0,0,0,0,4,0,0,0,0,4,3,0,0,2,1,0,0
"OTU_97.1181",2,0,0,0,0,4,0,5,0,7,0,0,11,1,0,8,0,0,6,0
"OTU_97.11811",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"OTU_97.11817",45,1,10,0,0,4,0,3,8,6,0,6,78,12,6,0,9,0,0,3
"OTU_97.11838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11851",0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,0,2,0,2
"OTU_97.11856",0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1,0,0,4
"OTU_97.11863",0,0,0,0,2,0,0,3,1,0,14,0,0,1,0,5,0,2,0,0
"OTU_97.1187",0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,8,1,9,1,0
"OTU_97.11870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.11872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11880",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.11881",0,0,0,0,0,1,0,0,1,0,0,0,4,0,2,0,1,0,0,0
"OTU_97.11898",0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,1,1,0,0,0
"OTU_97.1190",1,6,1,1,3,0,0,0,0,2,2,0,1,0,0,0,0,4,5,0
"OTU_97.11901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11903",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11906",0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,4,0,1
"OTU_97.11910",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.11911",0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,0,0,0,0
"OTU_97.11913",0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,8,0,0
"OTU_97.11919",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"OTU_97.11926",0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,4,0,1,0
"OTU_97.11949",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1195",0,156,0,0,0,1,15,1,0,1,1,0,0,35,0,6,5,0,24,3
"OTU_97.11952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11959",0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
"OTU_97.11962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.11972",83,25,109,16,48,349,217,897,494,0,1110,21,0,81,0,11,262,78,1210,200
"OTU_97.1198",9,23,92,127,4,2,19,0,63,0,63,0,3,0,0,0,20,132,12,7
"OTU_97.11984",1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"OTU_97.11988",0,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,0,1,0,3
"OTU_97.11993",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
"OTU_97.12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1200",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"OTU_97.12004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12009",1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,7,0,0,1
"OTU_97.1201",51,0,0,3,8,1,4,0,2,5,0,0,4,0,0,3,1,12,0,9
"OTU_97.12011",0,0,0,3,0,0,0,0,1,0,0,1,3,0,0,0,0,3,0,1
"OTU_97.12015",1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_97.1202",1,4,2,3,1,12,0,1,0,0,10,0,10,0,0,1,0,0,1,0
"OTU_97.12024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"OTU_97.12027",0,0,1,1,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0
"OTU_97.12033",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12044",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12045",0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"OTU_97.12047",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"OTU_97.1205",1,2,6,0,0,1,0,44,8,0,1,10,0,0,0,0,1,0,0,8
"OTU_97.12053",5,0,1,1,0,1,0,0,4,0,0,0,4,0,7,0,1,0,0,0
"OTU_97.1206",1,0,1,0,2,2,55,8,17,0,0,7,0,0,16,0,0,0,3,1
"OTU_97.1207",0,0,1,0,1,2,0,2,13,0,0,0,1,4,0,1,3,1,0,0
"OTU_97.1208",12,0,2,5,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_97.12082",91,0,0,8,2,0,0,1,9,9,0,6,8,1,3,10,0,3,23,0
"OTU_97.121",66,28,7,0,9,75,0,0,59,18,3,0,24,85,0,16,0,4,35,40
"OTU_97.1210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12104",93,8,0,6,1,34,1,0,0,0,0,14,69,12,0,0,1,3,0,18
"OTU_97.1212",7,1,0,6,5,0,2,0,0,2,0,5,0,17,0,5,2,0,1,0
"OTU_97.12125",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.12132",6,10,0,0,0,1,10,3,0,0,22,0,12,0,0,0,0,1,2,0
"OTU_97.12139",0,11,0,11,0,0,0,0,0,0,4,0,1,0,1,0,0,0,4,11
"OTU_97.12151",2,0,0,0,0,0,4,0,4,0,1,0,5,0,1,9,0,23,0,0
"OTU_97.12169",0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.12170",0,0,2,0,1,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.12179",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12186",0,0,0,0,1,0,0,0,0,0,1,0,9,0,1,1,0,0,0,2
"OTU_97.12194",11,0,0,2,11,0,1,1,0,0,0,1,0,0,0,0,0,0,0,4
"OTU_97.122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12202",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12204",0,0,0,0,4,0,10,23,0,0,0,0,5,1,3,0,0,0,0,0
"OTU_97.12206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_97.12233",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.12237",2,3,0,0,0,2,4,3,0,1,2,0,14,0,4,18,3,5,1,7
"OTU_97.12240",2,0,0,2,0,0,0,3,0,5,0,0,1,0,1,0,5,0,4,0
"OTU_97.12250",0,0,2,0,0,0,0,2,0,0,1,0,6,0,0,0,0,5,0,0
"OTU_97.12252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.12256",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OTU_97.1226",146,11,0,88,3,18,1,26,31,78,1,68,207,0,1,10,100,72,106,0
"OTU_97.12264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12268",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.12270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12279",4,0,2,97,0,5,357,31,78,11,39,132,0,79,17,0,19,5,1,32
"OTU_97.1228",0,0,0,0,0,6,1,0,3,0,0,0,0,0,0,4,0,7,0,0
"OTU_97.12288",0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,0
"OTU_97.12311",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"OTU_97.12325",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12326",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.12327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1233",2,2,2,0,0,7,74,14,0,0,7,4,7,32,0,7,0,22,4,72
"OTU_97.12346",13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,1
"OTU_97.12348",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12349",0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0
"OTU_97.1235",0,0,0,10,0,1,0,3,0,3,6,0,4,0,0,0,0,8,0,1
"OTU_97.12351",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"OTU_97.12355",0,0,0,0,0,2,0,0,0,2,1,0,5,2,0,0,2,7,0,0
"OTU_97.1236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12368",1,1,0,4,0,0,0,5,0,0,0,1,2,0,0,0,0,0,5,2
"OTU_97.12371",0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,2,4,0
"OTU_97.12373",4,2,0,0,0,1,0,53,0,1,0,1,0,0,0,5,3,0,3,2
"OTU_97.12374",0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
"OTU_97.12388",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.124",2,12,5,1,0,7,0,6,0,102,3,0,1,0,35,1,68,0,4,0
"OTU_97.1240",0,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0
"OTU_97.12406",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12419",0,0,0,1,5,4,0,2,8,25,7,0,0,4,1,0,0,0,6,100
"OTU_97.12422",0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_97.12432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1244",143,10,3,4,0,0,0,0,1,0,108,0,0,35,2,3,58,1,111,29
"OTU_97.12441",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12442",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
"OTU_97.12443",1,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,6,0,0
"OTU_97.12449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1245",0,0,0,1,0,0,6,15,4,0,7,2,5,0,1,10,0,0,9,44
"OTU_97.12452",0,0,0,12,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0
"OTU_97.12454",0,0,0,0,0,0,4,0,2,0,0,1,1,0,1,0,1,0,0,0
"OTU_97.1246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12461",0,0,0,0,0,0,1,10,2,0,0,0,0,1,0,3,3,0,0,0
"OTU_97.12469",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12470",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"OTU_97.12472",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.12486",0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
"OTU_97.12491",5,0,1,0,5,5,0,16,4,9,6,0,0,14,0,2,0,10,0,0
"OTU_97.12493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12495",0,0,0,0,0,0,1,0,0,0,2,0,7,0,2,0,1,6,0,6
"OTU_97.12496",0,0,0,5,0,0,6,0,2,0,0,0,0,2,2,0,0,0,0,0
"OTU_97.1250",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12509",18,3,0,0,0,4,0,1,0,0,30,21,94,4,0,0,0,0,11,0
"OTU_97.1251",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1252",2,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
"OTU_97.12528",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1253",2,5,9,1,1,0,0,2,1,0,0,1,0,0,2,0,0,1,2,0
"OTU_97.12535",0,2,2,0,3,0,0,8,12,0,5,4,5,0,1,1,2,0,6,0
"OTU_97.12537",0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"OTU_97.12538",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_97.12553",5,0,1,2,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,2
"OTU_97.12554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
"OTU_97.12558",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12559",4,1,1,0,0,1,0,0,0,1,0,0,0,5,2,0,1,1,0,0
"OTU_97.12564",0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0
"OTU_97.1257",0,2,0,0,3,0,4,0,0,0,0,0,0,0,1,0,4,13,0,0
"OTU_97.12572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12580",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"OTU_97.12593",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"OTU_97.12595",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12599",0,0,0,0,1,0,0,0,2,1,1,4,0,0,0,0,0,0,0,1
"OTU_97.1260",0,0,0,0,0,6,0,2,8,1,0,3,7,3,2,0,0,22,0,5
"OTU_97.12600",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12605",1,0,0,0,0,1,0,9,3,1,6,0,1,0,0,0,0,0,1,0
"OTU_97.12618",0,0,0,2,0,0,0,0,0,1,1,0,5,0,0,0,1,0,0,0
"OTU_97.12621",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.1263",23,0,0,2,0,0,13,0,0,0,0,3,3,0,0,0,0,18,2,1
"OTU_97.12634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12640",0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,2,0,0
"OTU_97.12651",0,0,0,0,0,0,0,0,2,0,0,2,7,0,0,0,0,0,0,0
"OTU_97.12652",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"OTU_97.12654",3,0,4,3,1,0,0,33,0,1,0,0,0,0,5,2,2,0,0,0
"OTU_97.1266",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_97.1267",4,4,0,12,1,1,2,0,0,0,0,2,13,0,0,4,1,0,0,0
"OTU_97.12671",0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,1,0,0
"OTU_97.12677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12680",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_97.12684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_97.12691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
